"tag","category","context"
"select","form","<select>This is inside the <select> tag.</select>"
"th","table","<th>This is inside the <th> tag.</th>"
"noscript","scripting","<noscript>This is inside the <noscript> tag.</noscript>"
"base","metadata","<base>This is inside the <base> tag.</base>"
"li","list","<li>This is inside the <li> tag.</li>"
"h2","text_content","<h2>This is inside the <h2> tag.</h2>"
"embed","media","<embed>This is inside the <embed> tag.</embed>"
"h5","text_content","<h5>This is inside the <h5> tag.</h5>"
"mark","inline","<mark>This is inside the <mark> tag.</mark>"
"td","table","<td>This is inside the <td> tag.</td>"
"canvas","scripting","<canvas>This is inside the <canvas> tag.</canvas>"
"em","inline","<em>This is inside the <em> tag.</em>"
"fieldset","form","<fieldset>This is inside the <fieldset> tag.</fieldset>"
"form","form","<form enctype=""multipart/form-data"">This is inside the <form> tag.</form>"
"style","metadata","<style>This is inside the <style> tag.</style>"
"h4","text_content","<h4>This is inside the <h4> tag.</h4>"
"dl","list","<dl>This is inside the <dl> tag.</dl>"
"fieldset","form","<fieldset>This is inside the <fieldset> tag.</fieldset>"
"dl","list","<dl>This is inside the <dl> tag.</dl>"
"dl","list","<dl>This is inside the <dl> tag.</dl>"
"h6","text_content","<h6>This is inside the <h6> tag.</h6>"
"ol","list","<ol>This is inside the <ol> tag.</ol>"
"legend","form","<legend>This is inside the <legend> tag.</legend>"
"label","form","<label>This is inside the <label> tag.</label>"
"option","form","<option>This is inside the <option> tag.</option>"
"noscript","scripting","<noscript>This is inside the <noscript> tag.</noscript>"
"canvas","scripting","<canvas>This is inside the <canvas> tag.</canvas>"
"select","form","<select>This is inside the <select> tag.</select>"
"td","table","<td>This is inside the <td> tag.</td>"
"br","inline","<br>"
"nav","sectioning","<nav>This is inside the <nav> tag.</nav>"
"audio","media","<audio>This is inside the <audio> tag.</audio>"
"colgroup","table","<colgroup>This is inside the <colgroup> tag.</colgroup>"
"label","form","<label>This is inside the <label> tag.</label>"
"track","media","<track>This is inside the <track> tag.</track>"
"canvas","scripting","<canvas>This is inside the <canvas> tag.</canvas>"
"noscript","scripting","<noscript>This is inside the <noscript> tag.</noscript>"
"main","sectioning","<main>This is inside the <main> tag.</main>"
"main","sectioning","<main>This is inside the <main> tag.</main>"
"td","table","<td>This is inside the <td> tag.</td>"
"audio","media","<audio>This is inside the <audio> tag.</audio>"
"abbr","inline","<abbr>This is inside the <abbr> tag.</abbr>"
"label","form","<label>This is inside the <label> tag.</label>"
"embed","media","<embed>This is inside the <embed> tag.</embed>"
"fieldset","form","<fieldset>This is inside the <fieldset> tag.</fieldset>"
"link","metadata","<link href=""styles.css"" rel=""stylesheet"">"
"button","form","<button class=""btn btn-primary"" disabled>This is inside the <button> tag.</button>"
"h2","text_content","<h2>This is inside the <h2> tag.</h2>"
"h4","text_content","<h4>This is inside the <h4> tag.</h4>"
"h1","text_content","<h1>This is inside the <h1> tag.</h1>"
"mark","inline","<mark>This is inside the <mark> tag.</mark>"
"canvas","scripting","<canvas>This is inside the <canvas> tag.</canvas>"
"option","form","<option>This is inside the <option> tag.</option>"
"meta","metadata","<meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">"
"footer","sectioning","<footer>This is inside the <footer> tag.</footer>"
"iframe","media","<iframe>This is inside the <iframe> tag.</iframe>"
"noscript","scripting","<noscript>This is inside the <noscript> tag.</noscript>"
"h6","text_content","<h6>This is inside the <h6> tag.</h6>"
"abbr","inline","<abbr>This is inside the <abbr> tag.</abbr>"
"h6","text_content","<h6>This is inside the <h6> tag.</h6>"
"canvas","scripting","<canvas>This is inside the <canvas> tag.</canvas>"
"code","inline","<code>This is inside the <code> tag.</code>"
"code","inline","<code>This is inside the <code> tag.</code>"
"section","sectioning","<section>This is inside the <section> tag.</section>"
"fieldset","form","<fieldset>This is inside the <fieldset> tag.</fieldset>"
"article","sectioning","<article>This is inside the <article> tag.</article>"
"title","metadata","<title>This is inside the <title> tag.</title>"
"label","form","<label>This is inside the <label> tag.</label>"
"span","text_content","<span>This is inside the <span> tag.</span>"
"template","scripting","<template>This is inside the <template> tag.</template>"
"link","metadata","<link href=""styles.css"" rel=""stylesheet"">"
"img","inline","<img src=""image.jpg"" width=""500"">"
"noscript","scripting","<noscript>This is inside the <noscript> tag.</noscript>"
"h5","text_content","<h5>This is inside the <h5> tag.</h5>"
"tbody","table","<tbody>This is inside the <tbody> tag.</tbody>"
"track","media","<track>This is inside the <track> tag.</track>"
"aside","sectioning","<aside>This is inside the <aside> tag.</aside>"
"caption","table","<caption>This is inside the <caption> tag.</caption>"
"a","inline","<a>This is inside the <a> tag.</a>"
"cite","inline","<cite>This is inside the <cite> tag.</cite>"
"h5","text_content","<h5>This is inside the <h5> tag.</h5>"
"tr","table","<tr>This is inside the <tr> tag.</tr>"
"ol","list","<ol>This is inside the <ol> tag.</ol>"
"span","text_content","<span>This is inside the <span> tag.</span>"
"main","sectioning","<main>This is inside the <main> tag.</main>"
"textarea","form","<textarea>This is inside the <textarea> tag.</textarea>"
"base","metadata","<base>This is inside the <base> tag.</base>"
"h2","text_content","<h2>This is inside the <h2> tag.</h2>"
"strong","inline","<strong>This is inside the <strong> tag.</strong>"
"object","media","<object>This is inside the <object> tag.</object>"
"p","text_content","<p>This is inside the <p> tag.</p>"
"form","form","<form action=""/submit"" method=""post"">This is inside the <form> tag.</form>"
"article","sectioning","<article>This is inside the <article> tag.</article>"
"form","form","<form method=""post"" enctype=""multipart/form-data"">This is inside the <form> tag.</form>"
"dd","list","<dd>This is inside the <dd> tag.</dd>"
"source","media","<source>This is inside the <source> tag.</source>"
"h3","text_content","<h3>This is inside the <h3> tag.</h3>"
"code","inline","<code>This is inside the <code> tag.</code>"
"main","sectioning","<main>This is inside the <main> tag.</main>"
"form","form","<form>This is inside the <form> tag.</form>"
"table","table","<table>This is inside the <table> tag.</table>"
"meta","metadata","<meta>"
"iframe","media","<iframe>This is inside the <iframe> tag.</iframe>"
"tfoot","table","<tfoot>This is inside the <tfoot> tag.</tfoot>"
"slot","scripting","<slot>This is inside the <slot> tag.</slot>"
"nav","sectioning","<nav>This is inside the <nav> tag.</nav>"
"base","metadata","<base>This is inside the <base> tag.</base>"
"td","table","<td>This is inside the <td> tag.</td>"
"br","inline","<br>"
"form","form","<form action=""/submit"" enctype=""multipart/form-data"">This is inside the <form> tag.</form>"
"option","form","<option>This is inside the <option> tag.</option>"
"h1","text_content","<h1>This is inside the <h1> tag.</h1>"
"p","text_content","<p>This is inside the <p> tag.</p>"
"code","inline","<code>This is inside the <code> tag.</code>"
"br","inline","<br>"
"br","inline","<br>"
"br","inline","<br>"
"dt","list","<dt>This is inside the <dt> tag.</dt>"
"h5","text_content","<h5>This is inside the <h5> tag.</h5>"
"h1","text_content","<h1>This is inside the <h1> tag.</h1>"
"h1","text_content","<h1>This is inside the <h1> tag.</h1>"
"dt","list","<dt>This is inside the <dt> tag.</dt>"
"caption","table","<caption>This is inside the <caption> tag.</caption>"
"pre","text_content","<pre>This is inside the <pre> tag.</pre>"
"form","form","<form action=""/submit"" method=""post"">This is inside the <form> tag.</form>"
"template","scripting","<template>This is inside the <template> tag.</template>"
"cite","inline","<cite>This is inside the <cite> tag.</cite>"
"input","form","<input required>"
"object","media","<object>This is inside the <object> tag.</object>"
"section","sectioning","<section>This is inside the <section> tag.</section>"
"a","inline","<a target=""_blank"" href=""https://example.com"">This is inside the <a> tag.</a>"
"h4","text_content","<h4>This is inside the <h4> tag.</h4>"
"colgroup","table","<colgroup>This is inside the <colgroup> tag.</colgroup>"
"a","inline","<a rel=""noopener"">This is inside the <a> tag.</a>"
"tfoot","table","<tfoot>This is inside the <tfoot> tag.</tfoot>"
"li","list","<li>This is inside the <li> tag.</li>"
"link","metadata","<link>"
"td","table","<td>This is inside the <td> tag.</td>"
"h4","text_content","<h4>This is inside the <h4> tag.</h4>"
"h5","text_content","<h5>This is inside the <h5> tag.</h5>"
"select","form","<select>This is inside the <select> tag.</select>"
"abbr","inline","<abbr>This is inside the <abbr> tag.</abbr>"
"button","form","<button>This is inside the <button> tag.</button>"
"tfoot","table","<tfoot>This is inside the <tfoot> tag.</tfoot>"
"article","sectioning","<article>This is inside the <article> tag.</article>"
"nav","sectioning","<nav>This is inside the <nav> tag.</nav>"
"form","form","<form>This is inside the <form> tag.</form>"
"dt","list","<dt>This is inside the <dt> tag.</dt>"
"cite","inline","<cite>This is inside the <cite> tag.</cite>"
"iframe","media","<iframe>This is inside the <iframe> tag.</iframe>"
"template","scripting","<template>This is inside the <template> tag.</template>"
"h1","text_content","<h1>This is inside the <h1> tag.</h1>"
"pre","text_content","<pre>This is inside the <pre> tag.</pre>"
"blockquote","text_content","<blockquote>This is inside the <blockquote> tag.</blockquote>"
"h4","text_content","<h4>This is inside the <h4> tag.</h4>"
"ol","list","<ol>This is inside the <ol> tag.</ol>"
"aside","sectioning","<aside>This is inside the <aside> tag.</aside>"
"textarea","form","<textarea>This is inside the <textarea> tag.</textarea>"
"td","table","<td>This is inside the <td> tag.</td>"
"template","scripting","<template>This is inside the <template> tag.</template>"
"abbr","inline","<abbr>This is inside the <abbr> tag.</abbr>"
"base","metadata","<base>This is inside the <base> tag.</base>"
"option","form","<option>This is inside the <option> tag.</option>"
"th","table","<th>This is inside the <th> tag.</th>"
"noscript","scripting","<noscript>This is inside the <noscript> tag.</noscript>"
"title","metadata","<title>This is inside the <title> tag.</title>"
"p","text_content","<p>This is inside the <p> tag.</p>"
"canvas","scripting","<canvas>This is inside the <canvas> tag.</canvas>"
"option","form","<option>This is inside the <option> tag.</option>"
"dl","list","<dl>This is inside the <dl> tag.</dl>"
"base","metadata","<base>This is inside the <base> tag.</base>"
"script","scripting","<script type=""text/javascript"">This is inside the <script> tag.</script>"
"dt","list","<dt>This is inside the <dt> tag.</dt>"
"dd","list","<dd>This is inside the <dd> tag.</dd>"
"link","metadata","<link rel=""stylesheet"">"
"thead","table","<thead>This is inside the <thead> tag.</thead>"
"object","media","<object>This is inside the <object> tag.</object>"
"strong","inline","<strong>This is inside the <strong> tag.</strong>"
"h5","text_content","<h5>This is inside the <h5> tag.</h5>"
"input","form","<input>"
"title","metadata","<title>This is inside the <title> tag.</title>"
"a","inline","<a rel=""noopener"">This is inside the <a> tag.</a>"
"td","table","<td>This is inside the <td> tag.</td>"
"header","sectioning","<header>This is inside the <header> tag.</header>"
"code","inline","<code>This is inside the <code> tag.</code>"
"textarea","form","<textarea>This is inside the <textarea> tag.</textarea>"
"button","form","<button>This is inside the <button> tag.</button>"
"script","scripting","<script type=""text/javascript"">This is inside the <script> tag.</script>"
"nav","sectioning","<nav>This is inside the <nav> tag.</nav>"
"audio","media","<audio>This is inside the <audio> tag.</audio>"
"li","list","<li>This is inside the <li> tag.</li>"
"h4","text_content","<h4>This is inside the <h4> tag.</h4>"
"blockquote","text_content","<blockquote>This is inside the <blockquote> tag.</blockquote>"
"embed","media","<embed>This is inside the <embed> tag.</embed>"
"tr","table","<tr>This is inside the <tr> tag.</tr>"
"pre","text_content","<pre>This is inside the <pre> tag.</pre>"
"input","form","<input>"
"h5","text_content","<h5>This is inside the <h5> tag.</h5>"
"cite","inline","<cite>This is inside the <cite> tag.</cite>"
"td","table","<td>This is inside the <td> tag.</td>"
"img","inline","<img alt=""image description"">"
"caption","table","<caption>This is inside the <caption> tag.</caption>"
"br","inline","<br>"
